subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-0ce88b,A-9ee962,,,Basic,9,171,2052,,,,,annual,
S-446c54,A-296d7c,,,Enterprise,2,398,4776,,,,,annual,
S-55aafd,A-e89151,,,Basic,8,152,1824,,,,,monthly,
S-f4caa8,A-9badbd,,,Basic,23,437,5244,,,,,annual,
S-7c24f6,A-f25509,,,Enterprise,32,0,0,,,,,annual,
S-c555c4,A-bcf87c,,,Enterprise,17,3383,40596,,,,,monthly,
S-503afa,A-4e631b,,,Enterprise,40,7960,95520,,,,,monthly,
S-98f176,A-05d3b3,,,Basic,55,0,0,,,,,annual,
S-de473d,A-e6afc1,,,Pro,6,294,3528,,,,,monthly,
S-1876fb,A-4f18f0,,,Enterprise,59,11741,140892,,,,,monthly,
S-8fd22d,A-354f12,,,Enterprise,1,199,2388,,,,,monthly,
S-7ded4d,A-0f3e88,,,Basic,17,323,3876,,,,,monthly,
S-2cb298,A-9077b0,,,Enterprise,2,398,4776,,,,,annual,
S-dfbd79,A-977ca0,,,Pro,14,686,8232,,,,,annual,
S-162e73,A-55f257,,,Enterprise,38,0,0,,,,,annual,
S-f0c747,A-5b1bcd,,,Enterprise,73,14527,174324,,,,,monthly,
S-cf72c8,A-2e3bad,,,Basic,61,1159,13908,,,,,annual,
S-befdba,A-ff79f2,,,Basic,36,684,8208,,,,,annual,
S-921f19,A-eb7c38,,,Pro,39,0,0,,,,,monthly,
S-e9395e,A-180abf,,,Pro,64,3136,37632,,,,,monthly,
S-24cdb5,A-592832,,,Basic,35,665,7980,,,,,annual,
S-5aa4ba,A-2d1036,,,Pro,69,3381,40572,,,,,monthly,
S-207046,A-94d3da,,,Pro,41,0,0,,,,,annual,
S-0d6ea4,A-f44180,,,Enterprise,9,1791,21492,,,,,monthly,
S-5de79e,A-1619f8,,,Basic,29,551,6612,,,,,annual,
S-a04ec4,A-4ef964,,,Pro,17,833,9996,,,,,annual,
S-33deb8,A-427b69,,,Pro,17,833,9996,,,,,annual,
S-08f8d3,A-bcf87c,,,Pro,21,1029,12348,,,,,monthly,
S-292c06,A-089363,,,Pro,26,1274,15288,,,,,monthly,
S-0e9334,A-8ed5dd,,,Basic,23,437,5244,,,,,monthly,
S-6a7c79,A-4ef964,,,Pro,17,0,0,,,,,monthly,
S-1cfab2,A-712f1c,,,Enterprise,37,7363,88356,,,,,monthly,
S-0c0691,A-19b2c8,,,Enterprise,20,3980,47760,,,,,monthly,
S-b18ae9,A-b78bf8,,,Pro,33,1617,19404,,,,,monthly,
S-a0abcf,A-42b791,,,Pro,14,686,8232,,,,,annual,
S-567f8f,A-02cd81,,,Enterprise,44,8756,105072,,,,,annual,
S-3673f2,A-cd458b,,,Enterprise,47,9353,112236,,,,,annual,
S-3ff7bb,A-10b8f2,,,Basic,47,0,0,,,,,monthly,
S-b9d674,A-cc98bc,,,Enterprise,32,6368,76416,,,,,monthly,
S-381917,A-474ad4,,,Pro,17,833,9996,,,,,monthly,
S-67c1d8,A-328bd0,,,Pro,18,882,10584,,,,,annual,
S-c85c63,A-5c046d,,,Basic,93,1767,21204,,,,,monthly,
S-8dd1cf,A-4d1e75,,,Basic,20,380,4560,,,,,monthly,
S-3741b9,A-c16b88,,,Basic,23,0,0,,,,,annual,
S-90dd19,A-297a2d,,,Pro,27,1323,15876,,,,,annual,
S-d62a15,A-089363,,,Enterprise,10,1990,23880,,,,,annual,
S-2a928c,A-fa3095,,,Basic,70,1330,15960,,,,,monthly,
S-be86e3,A-3a5ad8,,,Enterprise,11,2189,26268,,,,,annual,
S-3dc46b,A-5790f4,,,Pro,12,588,7056,,,,,monthly,
S-d6106b,A-0a282f,,,Basic,6,114,1368,,,,,monthly,
S-c5a75d,A-66224b,,,Pro,92,4508,54096,,,,,annual,
S-2f11bb,A-82d8a6,,,Pro,5,245,2940,,,,,annual,
S-8f2b13,A-034368,,,Enterprise,28,5572,66864,,,,,annual,
S-4047a8,A-e19ff6,,,Basic,1,19,228,,,,,monthly,
S-969c1d,A-5b4ebb,,,Basic,29,551,6612,,,,,monthly,
S-f41a31,A-659280,,,Enterprise,13,2587,31044,,,,,monthly,
S-7a36ee,A-b11cd0,,,Basic,26,494,5928,,,,,monthly,
S-b1d153,A-3793ee,,,Pro,49,2401,28812,,,,,monthly,
S-515485,A-f3ff05,,,Pro,35,1715,20580,,,,,monthly,
S-fe910d,A-241e75,,,Basic,5,95,1140,,,,,monthly,
S-cd74b9,A-157070,,,Enterprise,16,3184,38208,,,,,annual,
S-604bd0,A-0e966d,,,Pro,57,2793,33516,,,,,monthly,
S-cea51e,A-cc1d8d,,,Enterprise,20,0,0,,,,,monthly,
S-1d63bf,A-69fad4,,,Enterprise,22,4378,52536,,,,,monthly,
S-951c06,A-0532a9,,,Basic,19,361,4332,,,,,annual,
S-6e780e,A-de58ca,,,Enterprise,36,7164,85968,,,,,annual,
S-501046,A-c4ea60,,,Pro,18,882,10584,,,,,annual,
S-d88f58,A-4ef964,,,Basic,17,323,3876,,,,,monthly,
S-3012fa,A-902ef7,,,Pro,83,4067,48804,,,,,annual,
S-936e80,A-5a3eb9,,,Pro,18,882,10584,,,,,annual,
S-7bebc1,A-054577,,,Basic,24,456,5472,,,,,annual,
S-cd8a6a,A-96215d,,,Pro,10,490,5880,,,,,annual,
S-810a67,A-592832,,,Pro,18,882,10584,,,,,monthly,
S-370135,A-e693b6,,,Pro,55,2695,32340,,,,,monthly,
S-1ad030,A-92a3af,,,Enterprise,25,4975,59700,,,,,annual,
S-fc155b,A-ccabf0,,,Enterprise,1,199,2388,,,,,annual,
S-9c23e1,A-f92792,,,Enterprise,18,3582,42984,,,,,annual,
S-af5a51,A-ccb686,,,Enterprise,53,10547,126564,,,,,annual,
S-7e86a2,A-7c5768,,,Basic,3,57,684,,,,,monthly,
S-12902a,A-3932db,,,Enterprise,19,3781,45372,,,,,monthly,
S-7d4240,A-09316c,,,Basic,70,1330,15960,,,,,monthly,
S-a94f54,A-e888d1,,,Enterprise,16,3184,38208,,,,,monthly,
S-64b181,A-bbe56f,,,Pro,21,1029,12348,,,,,annual,
S-239429,A-65aeb5,,,Enterprise,9,0,0,,,,,monthly,
S-c1ad26,A-10b8da,,,Pro,14,686,8232,,,,,annual,
S-02b3a1,A-e6afc1,,,Basic,18,342,4104,,,,,monthly,
S-83b45d,A-5a92e7,,,Pro,5,0,0,,,,,annual,
S-43aa0e,A-4d1e75,,,Basic,36,0,0,,,,,monthly,
S-ab06f4,A-90a8c8,,,Pro,15,735,8820,,,,,annual,
S-4d2011,A-751c58,,,Enterprise,15,2985,35820,,,,,annual,
S-dc28c6,A-e7beab,,,Enterprise,58,0,0,,,,,monthly,
S-709b46,A-ed510f,,,Pro,42,2058,24696,,,,,annual,
S-05eff5,A-118f1c,,,Basic,32,608,7296,,,,,monthly,
S-e11cde,A-0f6450,,,Enterprise,28,5572,66864,,,,,monthly,
S-db47af,A-d535f6,,,Basic,54,1026,12312,,,,,monthly,
S-9af385,A-157070,,,Basic,27,513,6156,,,,,monthly,
S-491caf,A-6f50ae,,,Basic,19,361,4332,,,,,annual,
S-6bd30a,A-5c9849,,,Enterprise,91,18109,217308,,,,,monthly,
S-6cdfb7,A-432483,,,Pro,31,1519,18228,,,,,annual,
S-2b7664,A-cb6cc6,,,Basic,13,247,2964,,,,,monthly,
S-e6b35a,A-3c1a3f,,,Basic,4,76,912,,,,,monthly,
S-221db6,A-1d5444,,,Pro,24,0,0,,,,,annual,
S-408c2f,A-993085,,,Basic,31,589,7068,,,,,annual,
S-f690b4,A-dfbd31,,,Pro,35,1715,20580,,,,,annual,
S-f4dc54,A-eb1312,,,Basic,25,475,5700,,,,,monthly,
S-5717da,A-54d94a,,,Pro,27,1323,15876,,,,,monthly,
S-36c07b,A-2922b6,,,Pro,15,735,8820,,,,,annual,
S-01afa4,A-a09355,,,Enterprise,14,2786,33432,,,,,annual,
S-f7234f,A-5f7781,,,Pro,85,0,0,,,,,monthly,
S-dd1d46,A-72799b,,,Enterprise,20,0,0,,,,,monthly,
S-fa0094,A-2bc93d,,,Pro,14,686,8232,,,,,annual,
S-bf89e6,A-812c5b,,,Pro,130,6370,76440,,,,,monthly,
S-078c2b,A-354f12,,,Basic,7,133,1596,,,,,monthly,
S-496c1e,A-f19b24,,,Basic,29,551,6612,,,,,annual,
S-40dcf4,A-249769,,,Enterprise,56,11144,133728,,,,,annual,
S-4cd678,A-40de06,,,Pro,28,1372,16464,,,,,monthly,
S-f981fe,A-3cc791,,,Enterprise,22,4378,52536,,,,,monthly,
S-5da6e7,A-5a215a,,,Pro,87,4263,51156,,,,,annual,
S-1a5fa7,A-1f559b,,,Enterprise,26,5174,62088,,,,,annual,
S-067edc,A-075038,,,Pro,23,0,0,,,,,monthly,
S-16ce94,A-c4ea60,,,Pro,18,882,10584,,,,,annual,
S-f2710b,A-309e54,,,Enterprise,46,0,0,,,,,annual,
S-709f67,A-484819,,,Enterprise,18,3582,42984,,,,,annual,
S-1bc5a4,A-560d27,,,Enterprise,23,4577,54924,,,,,monthly,
S-4d5623,A-d40bf7,,,Enterprise,59,11741,140892,,,,,annual,
S-91b63c,A-f17767,,,Enterprise,39,7761,93132,,,,,annual,
S-f5bef8,A-993085,,,Enterprise,40,7960,95520,,,,,monthly,
S-e6c900,A-cd458b,,,Pro,10,490,5880,,,,,annual,
S-3c9115,A-9badbd,,,Enterprise,30,5970,71640,,,,,monthly,
S-79af01,A-4ae22a,,,Enterprise,6,1194,14328,,,,,monthly,
S-9fa738,A-977ca0,,,Basic,10,0,0,,,,,monthly,
S-786ead,A-88c6ca,,,Pro,8,392,4704,,,,,monthly,
S-9b5be4,A-ffdfd5,,,Enterprise,4,796,9552,,,,,monthly,
S-3a4336,A-c1dfe1,,,Enterprise,26,5174,62088,,,,,monthly,
S-9a410c,A-d535f6,,,Pro,46,2254,27048,,,,,annual,
S-cd3f49,A-b2225d,,,Enterprise,47,0,0,,,,,annual,
S-896293,A-337bc1,,,Basic,30,0,0,,,,,monthly,
S-643ccd,A-45ce7a,,,Basic,16,304,3648,,,,,annual,
S-34f8ad,A-484819,,,Basic,18,342,4104,,,,,annual,
S-d85c2f,A-e6afc1,,,Pro,85,4165,49980,,,,,annual,
S-826d19,A-5790f4,,,Enterprise,8,1592,19104,,,,,annual,
S-323f3e,A-b48f73,,,Pro,80,3920,47040,,,,,annual,
S-202695,A-d535f6,,,Basic,12,228,2736,,,,,monthly,
S-905752,A-bcf664,,,Basic,30,570,6840,,,,,monthly,
S-e53224,A-d82ef9,,,Pro,26,0,0,,,,,annual,
S-040422,A-463db0,,,Basic,15,285,3420,,,,,annual,
S-aef80b,A-ccabf0,,,Enterprise,13,2587,31044,,,,,annual,
S-dda23d,A-1b707d,,,Pro,7,343,4116,,,,,annual,
S-d29830,A-684255,,,Basic,9,171,2052,,,,,annual,
S-fc86d6,A-038089,,,Pro,5,245,2940,,,,,annual,
S-7179fd,A-bcf664,,,Basic,59,1121,13452,,,,,monthly,
S-01daf5,A-9affe6,,,Pro,23,1127,13524,,,,,monthly,
S-916876,A-5ed98d,,,Pro,24,1176,14112,,,,,monthly,
S-4eef1a,A-3a7284,,,Basic,31,589,7068,,,,,monthly,
S-166024,A-443b7c,,,Basic,24,456,5472,,,,,monthly,
S-3ee288,A-05d3b3,,,Enterprise,19,3781,45372,,,,,annual,
S-4da04b,A-54ecc2,,,Pro,7,343,4116,,,,,annual,
S-2d494e,A-922109,,,Basic,5,0,0,,,,,monthly,
S-a80511,A-993085,,,Pro,31,1519,18228,,,,,annual,
S-bc4da7,A-02cd81,,,Basic,44,0,0,,,,,annual,
S-149409,A-0cc442,,,Pro,45,0,0,,,,,monthly,
S-5488ba,A-d3c88e,,,Enterprise,16,3184,38208,,,,,annual,
S-d5ce9f,A-acb7f7,,,Basic,39,741,8892,,,,,monthly,
S-680dbe,A-b07b56,,,Enterprise,25,4975,59700,,,,,annual,
S-129a62,A-8bde0c,,,Basic,34,0,0,,,,,monthly,
S-b821f4,A-adc1f3,,,Enterprise,5,995,11940,,,,,monthly,
S-b5d3cc,A-d3c88e,,,Enterprise,16,3184,38208,,,,,monthly,
S-115510,A-3b37d9,,,Enterprise,23,0,0,,,,,monthly,
S-244df8,A-94d3da,,,Basic,41,779,9348,,,,,monthly,
S-688851,A-50f3f7,,,Basic,51,969,11628,,,,,annual,
S-36aedb,A-2bc93d,,,Enterprise,14,2786,33432,,,,,annual,
S-642365,A-bd4513,,,Basic,50,950,11400,,,,,annual,
S-4d47e3,A-7f4db3,,,Pro,4,196,2352,,,,,monthly,
S-69b3ac,A-de58ca,,,Enterprise,80,0,0,,,,,annual,
S-650c13,A-692f18,,,Basic,6,114,1368,,,,,monthly,
S-380617,A-b2225d,,,Basic,47,893,10716,,,,,annual,
S-a1874c,A-9174e0,,,Pro,37,1813,21756,,,,,monthly,
S-26dbbf,A-432483,,,Pro,19,931,11172,,,,,monthly,
S-467918,A-396e5f,,,Pro,34,1666,19992,,,,,monthly,
S-5a4fb5,A-462d45,,,Pro,13,637,7644,,,,,annual,
S-023f5f,A-b2225d,,,Basic,47,893,10716,,,,,annual,
S-4793bb,A-0f7d77,,,Pro,3,147,1764,,,,,annual,
S-0da8be,A-cc8c8f,,,Basic,23,0,0,,,,,monthly,
S-6d6ab6,A-54d94a,,,Basic,27,513,6156,,,,,annual,
S-c033fa,A-151c9a,,,Pro,52,2548,30576,,,,,monthly,
S-330989,A-671f31,,,Pro,59,2891,34692,,,,,annual,
S-2632a2,A-5a3eb9,,,Basic,18,342,4104,,,,,annual,
S-e195f5,A-956988,,,Enterprise,12,2388,28656,,,,,monthly,
S-132103,A-a2485e,,,Pro,9,441,5292,,,,,monthly,
S-53361d,A-1ac5e0,,,Enterprise,33,0,0,,,,,monthly,
S-0c42bc,A-712426,,,Pro,9,441,5292,,,,,annual,
S-b2cfac,A-7f8241,,,Enterprise,34,6766,81192,,,,,monthly,
S-fe2139,A-0f6450,,,Pro,28,1372,16464,,,,,monthly,
S-0386c2,A-0f6450,,,Enterprise,28,5572,66864,,,,,annual,
S-3fb8f4,A-118f1c,,,Enterprise,32,6368,76416,,,,,annual,
S-022a1e,A-c42f1f,,,Pro,11,539,6468,,,,,annual,
S-a7a7c7,A-2ebb4b,,,Basic,41,0,0,,,,,monthly,
S-89d586,A-970c97,,,Pro,29,1421,17052,,,,,annual,
S-fdc127,A-7641d3,,,Pro,76,0,0,,,,,monthly,
S-5fb9ab,A-7f6b86,,,Enterprise,45,0,0,,,,,annual,
S-e36ccb,A-30b4ca,,,Enterprise,86,17114,205368,,,,,monthly,
S-88bc66,A-544d0a,,,Pro,43,2107,25284,,,,,monthly,
S-6aa72f,A-58b9ff,,,Enterprise,3,0,0,,,,,annual,
S-029065,A-4c56c9,,,Basic,11,0,0,,,,,annual,
S-7070de,A-bcbe98,,,Enterprise,46,9154,109848,,,,,annual,
S-76b06c,A-54d94a,,,Pro,27,1323,15876,,,,,monthly,
S-a102aa,A-ccc747,,,Pro,37,1813,21756,,,,,monthly,
S-79c82e,A-40906c,,,Basic,92,1748,20976,,,,,monthly,
S-af4059,A-acb7f7,,,Enterprise,32,6368,76416,,,,,annual,
S-22eb3c,A-0a282f,,,Basic,60,1140,13680,,,,,monthly,
S-4e0220,A-fa2041,,,Enterprise,15,2985,35820,,,,,annual,
S-0ecec7,A-756192,,,Enterprise,19,3781,45372,,,,,monthly,
S-1b8454,A-d4e0d4,,,Enterprise,117,23283,279396,,,,,monthly,
S-ad8055,A-bc87bc,,,Enterprise,3,597,7164,,,,,monthly,
S-f762a3,A-158f4e,,,Enterprise,61,12139,145668,,,,,annual,
S-d29575,A-0cc442,,,Enterprise,45,8955,107460,,,,,monthly,
S-0756ce,A-9badbd,,,Pro,77,3773,45276,,,,,monthly,
S-f6bb38,A-b2af2e,,,Basic,11,209,2508,,,,,monthly,
S-5685bf,A-524364,,,Enterprise,108,0,0,,,,,annual,
S-7c727c,A-adc1f3,,,Enterprise,8,1592,19104,,,,,annual,
S-1c643d,A-5a92e7,,,Basic,6,114,1368,,,,,monthly,
S-7c633c,A-dbc825,,,Basic,19,0,0,,,,,annual,
S-5de583,A-dbc825,,,Basic,19,361,4332,,,,,monthly,
S-80af53,A-fd7ad3,,,Enterprise,12,2388,28656,,,,,monthly,
S-9210e7,A-dec005,,,Enterprise,21,4179,50148,,,,,annual,
S-f9bd62,A-66224b,,,Basic,92,0,0,,,,,monthly,
S-d7c21d,A-8145a0,,,Basic,15,285,3420,,,,,monthly,
S-0b73bd,A-118d55,,,Enterprise,16,3184,38208,,,,,monthly,
S-9a8a30,A-4a267b,,,Enterprise,25,4975,59700,,,,,annual,
S-50e9f3,A-adc1f3,,,Enterprise,6,1194,14328,,,,,annual,
S-f5f01f,A-b179bf,,,Basic,43,817,9804,,,,,annual,
S-0ec1d3,A-86fc1d,,,Pro,56,2744,32928,,,,,annual,
S-b784a1,A-59f724,,,Pro,6,294,3528,,,,,monthly,
S-01ae7f,A-b179bf,,,Pro,43,0,0,,,,,annual,
S-1fabe5,A-0baac2,,,Basic,19,361,4332,,,,,monthly,
S-2b8a8b,A-9f2731,,,Pro,13,637,7644,,,,,annual,
S-c455ec,A-856b1e,,,Pro,19,931,11172,,,,,monthly,
S-f4d491,A-9779ad,,,Enterprise,40,7960,95520,,,,,monthly,
S-30bb47,A-c16cf7,,,Enterprise,13,2587,31044,,,,,annual,
S-9dbe8c,A-d3c88e,,,Basic,16,0,0,,,,,monthly,
S-679c73,A-271f46,,,Pro,38,0,0,,,,,monthly,
S-d9f26e,A-b7724f,,,Basic,29,551,6612,,,,,monthly,
S-e6c842,A-8b0451,,,Basic,41,779,9348,,,,,annual,
S-b53850,A-cd458b,,,Basic,29,551,6612,,,,,annual,
S-0aba5b,A-180abf,,,Pro,64,0,0,,,,,monthly,
S-99271f,A-d62e02,,,Enterprise,27,5373,64476,,,,,monthly,
S-b8a352,A-5f7781,,,Enterprise,22,4378,52536,,,,,annual,
S-be509c,A-49b828,,,Enterprise,6,0,0,,,,,annual,
S-07c2c2,A-f1f639,,,Basic,5,95,1140,,,,,monthly,
S-0e057d,A-cc98bc,,,Pro,57,2793,33516,,,,,annual,
S-606d6d,A-054577,,,Enterprise,14,2786,33432,,,,,monthly,
S-2ae21d,A-0f6450,,,Basic,28,532,6384,,,,,annual,
S-e60f46,A-eb7fac,,,Enterprise,7,1393,16716,,,,,annual,
S-87e8d3,A-8145a0,,,Enterprise,4,796,9552,,,,,monthly,
S-b409d1,A-e98302,,,Pro,18,882,10584,,,,,annual,
S-fb6734,A-bd4513,,,Enterprise,50,9950,119400,,,,,annual,
S-8a46fe,A-7d514c,,,Enterprise,17,3383,40596,,,,,monthly,
S-ee3fa2,A-977ca0,,,Pro,6,294,3528,,,,,annual,
S-8bf576,A-cbbe12,,,Enterprise,40,7960,95520,,,,,monthly,
S-9fa080,A-c1e51e,,,Enterprise,29,5771,69252,,,,,monthly,
S-30e0c1,A-977ca0,,,Pro,35,1715,20580,,,,,monthly,
S-9eb13e,A-4c38bc,,,Basic,36,684,8208,,,,,monthly,
S-d1b062,A-a6d261,,,Enterprise,14,2786,33432,,,,,monthly,
S-9ffb31,A-a8d89d,,,Pro,13,637,7644,,,,,annual,
S-9e2819,A-e43bf7,,,Enterprise,44,8756,105072,,,,,annual,
S-f9b1d0,A-65a46c,,,Basic,18,342,4104,,,,,monthly,
S-7f28f3,A-396e5f,,,Pro,10,490,5880,,,,,annual,
S-c1164e,A-4ef964,,,Pro,70,3430,41160,,,,,monthly,
S-a9fb74,A-c45b23,,,Pro,5,0,0,,,,,annual,
S-3e5a20,A-eafc6e,,,Basic,76,1444,17328,,,,,monthly,
S-78da0b,A-b20d99,,,Enterprise,20,3980,47760,,,,,monthly,
S-e9bcb2,A-eb2fdc,,,Basic,43,817,9804,,,,,monthly,
S-4d30ba,A-600734,,,Basic,29,551,6612,,,,,annual,
S-654529,A-8b25f2,,,Enterprise,6,0,0,,,,,annual,
S-342708,A-ffc04f,,,Pro,41,2009,24108,,,,,annual,
S-c067fc,A-249769,,,Basic,5,95,1140,,,,,monthly,
S-e31e0c,A-977ca0,,,Pro,92,4508,54096,,,,,monthly,
S-cd79c0,A-ccabf0,,,Enterprise,16,3184,38208,,,,,monthly,
S-b69d76,A-b54c01,,,Pro,29,1421,17052,,,,,monthly,
S-612bfb,A-180abf,,,Enterprise,64,12736,152832,,,,,annual,
S-51673a,A-5a92e7,,,Pro,9,0,0,,,,,monthly,
S-0f9910,A-af0cd2,,,Basic,19,0,0,,,,,monthly,
S-d4a76b,A-a45270,,,Basic,29,551,6612,,,,,monthly,
S-2abffe,A-a8b49c,,,Pro,9,441,5292,,,,,monthly,
S-938952,A-df1e44,,,Pro,12,588,7056,,,,,monthly,
S-4f5eb2,A-781cc0,,,Basic,12,228,2736,,,,,monthly,
S-7f92bd,A-4f18f0,,,Basic,24,456,5472,,,,,monthly,
S-ad45ea,A-c1e51e,,,Basic,19,361,4332,,,,,monthly,
S-f78a1a,A-fd7ad3,,,Basic,3,57,684,,,,,annual,
S-3ad221,A-6f50ae,,,Basic,19,361,4332,,,,,monthly,
S-8b3331,A-53f4e3,,,Basic,18,342,4104,,,,,annual,
S-e4ce2c,A-5ed98d,,,Pro,24,1176,14112,,,,,annual,
S-8b0498,A-180abf,,,Pro,64,3136,37632,,,,,monthly,
S-2971ae,A-9c18c4,,,Enterprise,11,2189,26268,,,,,monthly,
S-447189,A-378b99,,,Basic,68,1292,15504,,,,,monthly,
S-474001,A-adc1f3,,,Pro,2,98,1176,,,,,annual,
S-4c7591,A-17939a,,,Pro,28,1372,16464,,,,,monthly,
S-477a57,A-ccabf0,,,Enterprise,59,11741,140892,,,,,monthly,
S-a60299,A-716841,,,Pro,45,0,0,,,,,monthly,
S-f8bff8,A-71615e,,,Basic,15,285,3420,,,,,annual,
S-8f181e,A-5790f4,,,Enterprise,18,3582,42984,,,,,annual,
S-0ec903,A-039727,,,Basic,25,475,5700,,,,,annual,
S-591a64,A-c7e58b,,,Basic,3,57,684,,,,,annual,
S-3af70e,A-3b37d9,,,Enterprise,23,4577,54924,,,,,annual,
S-d44088,A-0651a4,,,Pro,16,0,0,,,,,annual,
S-fb95f2,A-d4ac0e,,,Enterprise,25,4975,59700,,,,,annual,
S-d07886,A-0dbdc6,,,Pro,30,1470,17640,,,,,annual,
S-977d49,A-a865bd,,,Enterprise,38,7562,90744,,,,,monthly,
S-270e94,A-22f2df,,,Basic,6,114,1368,,,,,annual,
S-b8ee76,A-7f4db3,,,Pro,6,294,3528,,,,,monthly,
S-c3472f,A-038089,,,Pro,36,1764,21168,,,,,monthly,
S-46dfac,A-6dee43,,,Pro,17,0,0,,,,,annual,
S-eb8b81,A-1f7acb,,,Basic,64,1216,14592,,,,,monthly,
S-7ea264,A-10b8f2,,,Enterprise,47,9353,112236,,,,,annual,
S-209456,A-95b24a,,,Pro,38,1862,22344,,,,,annual,
S-c63e51,A-cab532,,,Pro,11,539,6468,,,,,annual,
S-40d87e,A-f03140,,,Pro,28,1372,16464,,,,,annual,
S-2ee7ec,A-c16101,,,Basic,12,228,2736,,,,,monthly,
S-2c11c6,A-76fa4d,,,Pro,69,0,0,,,,,monthly,
S-d232ad,A-1619f8,,,Pro,29,0,0,,,,,monthly,
S-3a28cc,A-80eeb6,,,Basic,33,627,7524,,,,,monthly,
S-775dd1,A-378b99,,,Pro,19,931,11172,,,,,monthly,
S-4c2f78,A-533452,,,Pro,51,2499,29988,,,,,monthly,
S-91cd9b,A-cdf020,,,Pro,45,2205,26460,,,,,annual,
S-e0a4c5,A-fabe19,,,Enterprise,1,0,0,,,,,monthly,
S-76c065,A-716841,,,Enterprise,45,8955,107460,,,,,annual,
S-3cae3d,A-ce550d,,,Pro,35,1715,20580,,,,,annual,
S-71c67c,A-0f6450,,,Pro,28,1372,16464,,,,,monthly,
S-fe6eb1,A-2446e3,,,Enterprise,27,5373,64476,,,,,monthly,
S-2dc99d,A-cc102e,,,Basic,22,418,5016,,,,,monthly,
S-cd4dcd,A-cb5333,,,Pro,33,1617,19404,,,,,monthly,
S-21ebb6,A-0baac2,,,Enterprise,31,6169,74028,,,,,annual,
S-94c6a5,A-40de06,,,Pro,28,1372,16464,,,,,monthly,
S-89c7ff,A-2f6a32,,,Pro,33,1617,19404,,,,,annual,
S-6da42f,A-039727,,,Pro,25,1225,14700,,,,,monthly,
S-ec242e,A-8e47ca,,,Enterprise,31,6169,74028,,,,,monthly,
S-7003c5,A-038089,,,Basic,5,95,1140,,,,,annual,
S-ac6f24,A-fdfc91,,,Pro,29,0,0,,,,,monthly,
S-52b74f,A-249769,,,Enterprise,7,1393,16716,,,,,annual,
S-e89b90,A-756192,,,Pro,38,1862,22344,,,,,annual,
S-70d15d,A-8adedc,,,Enterprise,57,11343,136116,,,,,monthly,
S-0d497d,A-432483,,,Enterprise,41,8159,97908,,,,,annual,
S-14f672,A-692f18,,,Pro,12,588,7056,,,,,monthly,
S-7be132,A-cea1f0,,,Basic,14,266,3192,,,,,annual,
S-0fdcfe,A-4c38bc,,,Enterprise,36,7164,85968,,,,,annual,
S-600e05,A-600734,,,Basic,29,551,6612,,,,,monthly,
S-2b0a2d,A-c1dfe1,,,Basic,26,494,5928,,,,,annual,
S-3a6a71,A-462d45,,,Basic,61,1159,13908,,,,,monthly,
S-c27df9,A-6f50ae,,,Pro,19,0,0,,,,,monthly,
S-abddce,A-7d514c,,,Enterprise,43,8557,102684,,,,,monthly,
S-5d0af1,A-977ca0,,,Pro,17,833,9996,,,,,monthly,
S-a2d132,A-66224b,,,Pro,111,0,0,,,,,annual,
S-a610f6,A-98a59a,,,Basic,56,1064,12768,,,,,annual,
S-60890c,A-ff3c73,,,Pro,21,1029,12348,,,,,monthly,
S-be53ea,A-526d93,,,Pro,43,2107,25284,,,,,annual,
S-710a78,A-f6b2fb,,,Enterprise,23,0,0,,,,,annual,
S-9bd0ec,A-fe79a5,,,Enterprise,9,1791,21492,,,,,annual,
S-f36088,A-8adedc,,,Enterprise,43,0,0,,,,,annual,
S-a55d16,A-7da956,,,Basic,13,247,2964,,,,,monthly,
S-7f94c2,A-9bfc9f,,,Pro,53,0,0,,,,,monthly,
S-bff4f8,A-b07346,,,Enterprise,51,10149,121788,,,,,annual,
S-07a006,A-40906c,,,Enterprise,92,18308,219696,,,,,monthly,
S-35a9b6,A-c16cf7,,,Pro,13,637,7644,,,,,annual,
S-c7190f,A-56962b,,,Pro,163,7987,95844,,,,,monthly,
S-7dab19,A-de58ca,,,Basic,47,893,10716,,,,,annual,
S-a7ce33,A-e89151,,,Enterprise,23,4577,54924,,,,,monthly,
S-ddf5ff,A-1f559b,,,Basic,58,1102,13224,,,,,monthly,
S-b262a1,A-180abf,,,Basic,64,1216,14592,,,,,annual,
S-db37e1,A-4a267b,,,Enterprise,63,12537,150444,,,,,annual,
S-a67bb7,A-09316c,,,Enterprise,70,13930,167160,,,,,monthly,
S-2ec763,A-068fc6,,,Pro,35,1715,20580,,,,,monthly,
S-142456,A-22d9d2,,,Basic,10,0,0,,,,,annual,
S-81d580,A-f03140,,,Basic,27,513,6156,,,,,annual,
S-47cfb3,A-22f2df,,,Basic,11,209,2508,,,,,annual,
S-d5bf88,A-462d45,,,Enterprise,52,10348,124176,,,,,annual,
S-62b93c,A-692f18,,,Enterprise,6,0,0,,,,,annual,
S-8bac4e,A-558c72,,,Pro,12,588,7056,,,,,monthly,
S-35cf1c,A-1b9609,,,Basic,49,931,11172,,,,,monthly,
S-820711,A-71615e,,,Enterprise,60,11940,143280,,,,,annual,
